base_word,rhyme_candidate,score
impresjonistka,k,0
impresjonistka,a,0.32
impresjonistka,ba,0.32
impresjonistka,bla,0.32
impresjonistka,ca,0.32
impresjonistka,cha,0.32
impresjonistka,cna,0.32
impresjonistka,ćma,0.32
impresjonistka,da,0.32
impresjonistka,dba,0.32
impresjonistka,dla,0.32
impresjonistka,dna,0.32
impresjonistka,dnia,0
impresjonistka,drga,0.32
impresjonistka,drwa,0.32
impresjonistka,dwa,0.32
impresjonistka,gna,0.32
impresjonistka,gra,0.32
impresjonistka,ha,0.32
impresjonistka,ja,0.32
impresjonistka,kra,0.32
impresjonistka,kwa,0.32
impresjonistka,la,0.32
impresjonistka,lwa,0.32
impresjonistka,ma,0.32
impresjonistka,na,0.32
impresjonistka,pa,0.32
impresjonistka,pcha,0.32
impresjonistka,pnia,0
impresjonistka,psa,0.32
impresjonistka,psia,0
impresjonistka,rdza,0.32
impresjonistka,ska,0.36
impresjonistka,skra,0.32
impresjonistka,swa,0.32
impresjonistka,sza,0.32
impresjonistka,ta,0.32
impresjonistka,tka,0.39
impresjonistka,tra,0.32
impresjonistka,trwa,0.32
impresjonistka,trza,0.32
impresjonistka,twa,0.32
impresjonistka,va,0.32
impresjonistka,via,0
impresjonistka,wa,0.32
impresjonistka,wda,0.32
impresjonistka,za,0.32
impresjonistka,zda,0.32
impresjonistka,zna,0.32
impresjonistka,żołnę,0
impresjonistka,hydrolizują,0
impresjonistka,melorecytowani,0
impresjonistka,kręgi,0
impresjonistka,żuchwowym,0
impresjonistka,urzutowałaby,0
impresjonistka,mollowym,0
impresjonistka,cynkujący,0
impresjonistka,tryftongiczna,0.38
impresjonistka,frazującej,0
impresjonistka,leżajszczanin,0
impresjonistka,bruzdkowałyście,0
impresjonistka,mieszczanieliby,0
impresjonistka,transparentową,0
impresjonistka,onymi,0
impresjonistka,yorkshirze,0
impresjonistka,tęchnących,0
impresjonistka,doskonałościach,0
impresjonistka,żywnymi,0
impresjonistka,środkowniku,0
impresjonistka,sęka,0.38
impresjonistka,ekspatriowałaś,0
impresjonistka,limonit,0
impresjonistka,bajzlem,0
impresjonistka,bełkoczących,0
impresjonistka,lampowemu,0
impresjonistka,uroczącą,0
impresjonistka,upierdzieliłaś,0
impresjonistka,immunizatorów,0
impresjonistka,śluzowa,0.36
impresjonistka,defektywnym,0
impresjonistka,hipisowskie,0
impresjonistka,dębowokłodzkiej,0
impresjonistka,dezyntegrowałeś,0
impresjonistka,apatozaurom,0
impresjonistka,kopista,0.36
impresjonistka,mikrorozkazowi,0
impresjonistka,tonował,0
impresjonistka,uleczałyście,0
impresjonistka,ajguńskimi,0
impresjonistka,hepatologia,0
impresjonistka,lizawością,0
impresjonistka,bobrkowatemu,0
impresjonistka,pakajsowi,0
impresjonistka,terrorystkach,0
impresjonistka,amantach,0
impresjonistka,lecytyna,0.38
impresjonistka,zasól,0
impresjonistka,oklinowalibyśmy,0
impresjonistka,allela,0.36
rożcową,brzozową,0.64
rożcową,domową,0.64
rożcową,dzwonkową,0.64
rożcową,gotową,0.64
rożcową,groszową,0.64
rożcową,lodową,0.64
rożcową,miodową,0.64
rożcową,morową,0.64
rożcową,pionową,0.64
rożcową,polową,0.64
rożcową,portową,0.64
rożcową,rozmową,0.64
rożcową,schodową,0.64
rożcową,sodową,0.64
rożcową,sosnową,0.64
rożcową,sportową,0.64
rożcową,tronową,0.64
rożcową,wojskową,0.64
rożcową,zbiorową,0.64
rożcową,bojową,0.64
rożcową,zdrojową,0.64
rożcową,dobrocią,0
rożcową,kontrolą,0.4
rożcową,koroną,0.4
rożcową,obchodzą,0.4
rożcową,ochotą,0.4
rożcową,ochroną,0.4
rożcową,osobą,0.4
rożcową,ostrogą,0.4
rożcową,otworzą,0.4
rożcową,ozdobą,0.4
rożcową,pochodzą,0.4
rożcową,podnoszą,0.4
rożcową,pogodą,0.4
rożcową,pokorą,0.4
rożcową,pomocą,0.4
rożcową,pomogą,0.4
rożcową,pozwolą,0.4
rożcową,rozkoszą,0.4
rożcową,stodołą,0.4
rożcową,swobodą,0.4
rożcową,powiozą,0.4
rożcową,godnością,0
rożcową,obrońcą,0.4
rożcową,ogromną,0.4
rożcową,pochodnią,0
rożcową,podobną,0.4
rożcową,pogodną,0.4
rożcową,spokojną,0.4
rożcową,wmyj,0
rożcową,mystach,0
rożcową,teleonomiom,0
rożcową,główczyzn,0
rożcową,odwdzięczającym,0
rożcową,upickie,0
rożcową,karbodynamicie,0
rożcową,waletowałbym,0
rożcową,garnęlibyśmy,0
rożcową,fermentowana,0
rożcową,immobilizowaniu,0
rożcową,gwałcimy,0
rożcową,ciśniony,0
rożcową,blastoidowi,0
rożcową,immunogramem,0
rożcową,panindiańskim,0
rożcową,ulęgane,0
rożcową,łupniaka,0
rożcową,odreagowujących,0
rożcową,tetrakok,0
rożcową,utwierdziłbym,0
rożcową,namuły,0
rożcową,żwirowego,0
rożcową,zapalą,0.4
rożcową,spętał,0
rożcową,baltimorko,0
rożcową,jeżyłeś,0
rożcową,obadanie,0
rożcową,alomorfy,0
rożcową,kanonizacyjnymi,0
rożcową,łów,0
rożcową,barańca,0
rożcową,żółtawobrązowy,0
rożcową,odstrzeliwująca,0
rożcową,efuzywne,0
rożcową,gróźże,0
rożcową,totalizowanie,0
rożcową,elektroterapia,0
rożcową,taktykę,0
rożcową,figielkami,0
rożcową,huszlewscy,0
rożcową,ciuszkom,0
rożcową,beztłuszczowej,0
rożcową,terenoznawstwo,0
rożcową,rzeczna,0
rożcową,zabrany,0
rożcową,islamizującym,0
rożcową,lubaniankami,0
rożcową,jaśminka,0
rożcową,tumanionych,0
bezpoślizgowej,chciej,0
bezpoślizgowej,chlej,0.56
bezpoślizgowej,chwiej,0
bezpoślizgowej,czczej,0.56
bezpoślizgowej,dej,0.56
bezpoślizgowej,ej,0.56
bezpoślizgowej,gej,0.56
bezpoślizgowej,grzej,0.56
bezpoślizgowej,hej,0.56
bezpoślizgowej,jej,0.56
bezpoślizgowej,klej,0.56
bezpoślizgowej,kniej,0
bezpoślizgowej,lej,0.56
bezpoślizgowej,lwiej,0
bezpoślizgowej,lżej,0.56
bezpoślizgowej,mej,0.56
bezpoślizgowej,miej,0
bezpoślizgowej,mniej,0
bezpoślizgowej,niej,0
bezpoślizgowej,piej,0
bezpoślizgowej,przej,0.56
bezpoślizgowej,psiej,0
bezpoślizgowej,pstrej,0.56
bezpoślizgowej,rej,0.56
bezpoślizgowej,siej,0
bezpoślizgowej,swej,0.58
bezpoślizgowej,śmiej,0
bezpoślizgowej,tej,0.56
bezpoślizgowej,trzej,0.56
bezpoślizgowej,twej,0.58
bezpoślizgowej,wdziej,0
bezpoślizgowej,wiej,0
bezpoślizgowej,wlej,0.56
bezpoślizgowej,zlej,0.56
bezpoślizgowej,nowej,0.64
bezpoślizgowej,owej,0.64
bezpoślizgowej,zdrowej,0.64
bezpoślizgowej,bolej,0.59
bezpoślizgowej,bożej,0.59
bezpoślizgowej,chorej,0.59
bezpoślizgowej,dolej,0.59
bezpoślizgowej,gorzej,0.59
bezpoślizgowej,kolej,0.59
bezpoślizgowej,okej,0.59
bezpoślizgowej,olej,0.59
bezpoślizgowej,onej,0.59
bezpoślizgowej,polej,0.59
bezpoślizgowej,smoczej,0.59
bezpoślizgowej,sporej,0.59
bezpoślizgowej,mieszku,0
bezpoślizgowej,literka,0
bezpoślizgowej,ekshibitach,0
bezpoślizgowej,chimery,0
bezpoślizgowej,anatomopatologu,0
bezpoślizgowej,radiosekstancie,0
bezpoślizgowej,bałwanieliby,0
bezpoślizgowej,magazynowani,0
bezpoślizgowej,generała,0
bezpoślizgowej,mandolę,0
bezpoślizgowej,glosopterysowi,0
bezpoślizgowej,ślizgałaś,0
