base_word,rhyme_candidate,0
tiksotropij,Grigorij,0.66
tiksotropij,odpocznij,0.66
tiksotropij,zapomnij,0.66
tiksotropij,przypomnij,0.66
tiksotropij,wyrośnij,0.66
tiksotropij,popij,0.7
tiksotropij,dobij,0.63
tiksotropij,cofnij,0.63
tiksotropij,dotknij,0.63
tiksotropij,golnij,0.63
tiksotropij,kopnij,0.63
tiksotropij,ochrzcij,0.63
tiksotropij,ocknij,0.63
tiksotropij,pomnij,0.63
tiksotropij,pomścij,0.63
tiksotropij,porwij,0.63
tiksotropij,poślij,0.63
tiksotropij,rośnij,0.63
tiksotropij,rozbij,0.63
tiksotropij,spocznij,0.63
tiksotropij,dotychczasowemu,0
tiksotropij,ewolucjonizmów,0
tiksotropij,handikapowałem,0
tiksotropij,geofizyczka,0
tiksotropij,kwapów,0
tiksotropij,galaretowaciano,0
tiksotropij,mikrofalowała,0
tiksotropij,bednarzowań,0
tiksotropij,sprzymierzajmyż,0
tiksotropij,pandanowata,0
tiksotropij,odludny,0
tiksotropij,gliniakami,0
tiksotropij,żonglujemy,0
tiksotropij,milknęli,0
tiksotropij,zaaprowidowałeś,0
tiksotropij,uciekałem,0
tiksotropij,czajniczku,0
tiksotropij,dębowokłodzkich,0
tiksotropij,lawirować,0
tiksotropij,tarujecie,0
anorchizmy,amorfizmy,0.62
anorchizmy,zapomnijmy,0.48
anorchizmy,rozpocznijmy,0.48
anorchizmy,sylogizmy,0.62
anorchizmy,wyrośliśmy,0.48
anorchizmy,przypomnijmy,0.48
anorchizmy,mikrofilmy,0.48
anorchizmy,anonimy,0.48
anorchizmy,narodzimy,0.48
anorchizmy,stanowimy,0.48
anorchizmy,zakropimy,0.48
anorchizmy,zapomnimy,0.48
anorchizmy,zarobimy,0.48
anorchizmy,dochodzimy,0.48
anorchizmy,dogonimy,0.48
anorchizmy,obchodzimy,0.48
anorchizmy,odchodzimy,0.48
anorchizmy,odnowimy,0.48
anorchizmy,pochodzimy,0.48
anorchizmy,podchodzimy,0.48
anorchizmy,chrypliwe,0
anorchizmy,degustuj,0
anorchizmy,fluksje,0
anorchizmy,obetkałyby,0.38
anorchizmy,rozjazgotałabyś,0
anorchizmy,fasolowatych,0
anorchizmy,toczyłyście,0
anorchizmy,hugonotom,0
anorchizmy,korfantowianie,0
anorchizmy,leszczynie,0
anorchizmy,bieżało,0
anorchizmy,pądem,0
anorchizmy,lupulina,0
anorchizmy,żarliwcach,0
anorchizmy,utył,0
anorchizmy,unurzaniu,0
anorchizmy,tunisyjczykach,0
anorchizmy,likszparą,0
anorchizmy,cieślarni,0
anorchizmy,barakudowatego,0
kpią,ą,0
kpią,brzmią,1.0
kpią,chcą,0
kpią,czcią,1.0
kpią,czczą,0
kpią,drą,0
kpią,drgną,0
kpią,drwią,1.0
kpią,drżą,0
kpią,grą,0
kpią,grzmią,1.0
kpią,ją,0
kpią,klną,0
kpią,krwią,1.0
kpią,lgną,0
kpią,lśnią,1.0
kpią,lwią,1.0
kpią,lżą,0
kpią,mdłą,0
kpią,mglą,0
kpią,bradyteliami,0
kpią,filoginię,0
kpią,mizdrom,0
kpią,wymknął,0
kpią,bioenergetyką,0
kpią,antyutopio,0
kpią,epikotylowi,0
kpią,wyrobem,0
kpią,fryzowałem,0
kpią,boskimi,0
kpią,czabanem,0
kpią,mamłanie,0
kpią,antywstrząsowym,0
kpią,kafarowni,0
kpią,jelonkowskiego,0
kpią,józefowskiemu,0
kpią,fikać,0
kpią,demaskacyjnymi,0
kpią,rozżalił,0
kpią,agitowali,0
berkach,beczkach,0.8
berkach,belkach,0.8
berkach,deskach,0.8
berkach,freskach,0.8
berkach,kreskach,0.8
berkach,nerkach,1.0
berkach,resztkach,0.8
berkach,rzeczkach,0.8
berkach,setkach,0.8
berkach,ścierkach,1.0
berkach,ścieżkach,0.8
berkach,mieszkach,0.8
berkach,nieckach,0.8
berkach,czekach,0.8
berkach,rekach,0.8
berkach,rzekach,0.8
berkach,szczekach,0.8
berkach,wiekach,0.8
berkach,dreszczach,0.7
berkach,gestach,0.7
berkach,heliopauzo,0
berkach,dobytą,0
berkach,usługobiorcach,0.59
berkach,śródlekcyjne,0
berkach,ekonomista,0
berkach,hydrometru,0
berkach,boston,0
berkach,paciorkowcowi,0
berkach,jasiami,0
berkach,archiwizujmyż,0
berkach,nudnego,0
berkach,haftaczkach,0.76
berkach,samoklejącym,0
berkach,enteromorfach,0.59
berkach,dojrzewalnikami,0
berkach,atmofila,0
berkach,ustalałem,0
berkach,zabałamucimy,0
berkach,obarczonemu,0
berkach,radziejowickim,0
jadowitościami,mi,0.34
jadowitościami,brwi,0.3
jadowitościami,brzmi,0.34
jadowitościami,bździ,0.3
jadowitościami,ci,0.3
jadowitościami,cni,0.3
jadowitościami,czci,0.3
jadowitościami,ćmi,0.34
jadowitościami,di,0.3
jadowitościami,dni,0.3
jadowitościami,drwi,0.3
jadowitościami,drzwi,0.3
jadowitościami,grzmi,0.34
jadowitościami,hi,0.3
jadowitościami,i,0.3
jadowitościami,ki,0.3
jadowitościami,kpi,0.3
jadowitościami,krwi,0.3
jadowitościami,li,0.3
jadowitościami,lśni,0.3
jadowitościami,emetykami,0.47
jadowitościami,tankującym,0
jadowitościami,kominiarstwami,0.47
jadowitościami,aerosiewom,0
jadowitościami,noria,0
jadowitościami,ślinkach,0
jadowitościami,ukrochmaliłyby,0
jadowitościami,zmazane,0
jadowitościami,cieplutką,0
jadowitościami,łajna,0
jadowitościami,fatjanowskiego,0
jadowitościami,armatora,0
jadowitościami,lobeliowaci,0.38
jadowitościami,odsolić,0
jadowitościami,jakimikolwiek,0
jadowitościami,owsica,0
jadowitościami,trójaktowym,0
jadowitościami,uzdrowotnianego,0
jadowitościami,urzeczownikowił,0
jadowitościami,ulezę,0
uprzedzanymi,mi,0.36
uprzedzanymi,brwi,0.32
uprzedzanymi,brzmi,0.36
uprzedzanymi,bździ,0.32
uprzedzanymi,ci,0.32
uprzedzanymi,cni,0.32
uprzedzanymi,czci,0.32
uprzedzanymi,ćmi,0.36
uprzedzanymi,di,0.32
uprzedzanymi,dni,0.32
uprzedzanymi,drwi,0.32
uprzedzanymi,drzwi,0.32
uprzedzanymi,grzmi,0.36
uprzedzanymi,hi,0.32
uprzedzanymi,i,0.32
uprzedzanymi,ki,0.32
uprzedzanymi,kpi,0.32
uprzedzanymi,krwi,0.32
uprzedzanymi,li,0.32
uprzedzanymi,lśni,0.32
uprzedzanymi,głasnęliście,0
uprzedzanymi,chuchnijcie,0
uprzedzanymi,zasuw,0
uprzedzanymi,trudzonym,0
uprzedzanymi,mlekopędnego,0
uprzedzanymi,tręzle,0
uprzedzanymi,ściągacze,0
uprzedzanymi,świadczycieli,0.38
uprzedzanymi,kondycjonowało,0
uprzedzanymi,milejowskiego,0
uprzedzanymi,bezodblaskowy,0
uprzedzanymi,zabrząknęliśmy,0
uprzedzanymi,eukariotami,0.45
uprzedzanymi,trehalozom,0
uprzedzanymi,cierpiałoby,0
uprzedzanymi,obchodzili,0.38
uprzedzanymi,bezdyskusyjnymi,0.54
uprzedzanymi,ranczerska,0
uprzedzanymi,bułczaste,0
uprzedzanymi,granadyjskiemu,0
bierniej,niemniej,0.77
bierniej,celniej,0.77
bierniej,ciemniej,0.77
bierniej,letniej,0.77
bierniej,pewniej,0.77
bierniej,przedniej,0.77
bierniej,rzewniej,0.77
bierniej,szczelniej,0.77
bierniej,średniej,0.77
bierniej,wcześniej,0.77
bierniej,cieniej,0.77
bierniej,miejskiej,0.7
bierniej,wiejskiej,0.7
bierniej,wielkiej,0.7
bierniej,cienkiej,0.7
bierniej,elfiej,0.7
bierniej,lekkiej,0.7
bierniej,lepiej,0.7
bierniej,wszelkiej,0.7
bierniej,ziemskiej,0.7
bierniej,rozsuńmy,0
bierniej,handlowało,0
bierniej,obłupań,0
bierniej,manuelińskimi,0
bierniej,roztyć,0
bierniej,anszlusie,0
bierniej,bemit,0
bierniej,unieruchomże,0
bierniej,ulta,0
bierniej,hipotaksach,0
bierniej,garbowaną,0
bierniej,urocząca,0
bierniej,medalionikom,0
bierniej,łazikowałam,0
bierniej,naftą,0
bierniej,menado,0
bierniej,langskipów,0
bierniej,wynoszę,0
bierniej,starań,0
bierniej,żytnia,0
energogennych,cnych,0.58
energogennych,mych,0.56
energogennych,pstrych,0.56
energogennych,strych,0.56
energogennych,swych,0.56
energogennych,szprych,0.56
energogennych,sztych,0.56
energogennych,twych,0.56
energogennych,tych,0.56
energogennych,Zych,0.56
energogennych,cennych,0.67
energogennych,ciemnych,0.62
energogennych,drzewnych,0.62
energogennych,dzielnych,0.62
energogennych,grzecznych,0.62
energogennych,grzesznych,0.62
energogennych,krewnych,0.62
energogennych,leśnych,0.62
energogennych,mlecznych,0.62
energogennych,pewnych,0.62
energogennych,izotypiom,0
energogennych,trudów,0
energogennych,traciłyby,0
energogennych,karbu,0
energogennych,czeladnika,0
energogennych,floretem,0
energogennych,tresowałybyśmy,0
energogennych,łąckimi,0
energogennych,jadem,0
energogennych,tiokwasów,0
energogennych,buroziem,0
energogennych,dopieszczajcie,0
energogennych,dozłocę,0
energogennych,dołączalibyśmy,0
energogennych,uncjalne,0
energogennych,mierniejszymi,0
energogennych,flanc,0
energogennych,sabataistami,0
energogennych,tłokowałybyśmy,0
energogennych,zadeptał,0
napy,chrapy,1.0
napy,czapy,1.0
napy,kapy,1.0
napy,klapy,1.0
napy,mapy,1.0
napy,papy,1.0
napy,rapy,1.0
napy,szczapy,1.0
napy,szkapy,1.0
napy,alpy,0.7
napy,happy,0.7
napy,knajpy,0.7
napy,lampy,0.7
napy,rampy,0.7
napy,skalpy,0.7
napy,skarpy,0.7
napy,zaspy,0.7
napy,aby,0.4
napy,bramy,0.4
napy,czasy,0.4
napy,padmasanach,0
napy,istotnościowych,0
napy,truskawkarniach,0
napy,treningami,0
napy,jasnowłosi,0
napy,luzuje,0
napy,dyspensowanego,0
napy,łuskarka,0
napy,foremnikowi,0
napy,ratunkową,0
napy,zabłękitnieni,0
napy,aerodynamiki,0
napy,dotargał,0
napy,winą,0
napy,fumigowałbym,0
napy,skaza,0
napy,świniopasach,0
napy,unieważnionego,0
napy,mikologiczne,0
napy,głupiuchna,0
spotwarzałyście,cie,0.36
spotwarzałyście,brnie,0.32
spotwarzałyście,chce,0
spotwarzałyście,che,0
spotwarzałyście,die,0.32
spotwarzałyście,dmie,0.32
spotwarzałyście,drgnie,0.32
spotwarzałyście,drze,0
spotwarzałyście,dwie,0.32
spotwarzałyście,gdzie,0.32
spotwarzałyście,gie,0.32
spotwarzałyście,gnie,0.32
spotwarzałyście,grze,0
spotwarzałyście,je,0
spotwarzałyście,kie,0.32
spotwarzałyście,klnie,0.32
spotwarzałyście,krze,0
spotwarzałyście,lgnie,0.32
spotwarzałyście,me,0
spotwarzałyście,mgle,0
spotwarzałyście,ambiofoniczną,0
spotwarzałyście,rapujemy,0
spotwarzałyście,samowolne,0
spotwarzałyście,jednoliścienny,0
spotwarzałyście,radzyńska,0
spotwarzałyście,unitariuszach,0
spotwarzałyście,trycyny,0
spotwarzałyście,naciągałoby,0
spotwarzałyście,dwukolne,0
spotwarzałyście,dróżko,0
spotwarzałyście,elektromedyczna,0
spotwarzałyście,odszpuntowałaby,0
spotwarzałyście,farbkowaniami,0
spotwarzałyście,centralkę,0
spotwarzałyście,fałdujemy,0
spotwarzałyście,ikstymi,0
spotwarzałyście,introwertyki,0
spotwarzałyście,terytoriów,0
spotwarzałyście,cokołówkę,0
spotwarzałyście,faktoringową,0
tratwiarstwu,zajazdu,0.4
tratwiarstwu,asfaltu,0.4
tratwiarstwu,awansu,0.4
tratwiarstwu,handlarsku,0.4
tratwiarstwu,jarmarku,0.4
tratwiarstwu,latawcu,0.4
tratwiarstwu,sarkazmu,0.4
tratwiarstwu,zanadrzu,0.4
tratwiarstwu,ataku,0.4
tratwiarstwu,badaniu,0
tratwiarstwu,bagażu,0.4
tratwiarstwu,barchanu,0.4
tratwiarstwu,czapraku,0.4
tratwiarstwu,dramatu,0.4
tratwiarstwu,gadaniu,0
tratwiarstwu,galmanu,0.4
tratwiarstwu,garażu,0.4
tratwiarstwu,harfiarzu,0.4
tratwiarstwu,kajaku,0.4
tratwiarstwu,kasztanu,0.4
tratwiarstwu,ćmika,0
tratwiarstwu,karczu,0.38
tratwiarstwu,obejmowały,0
tratwiarstwu,toluidyny,0
tratwiarstwu,gruczołem,0
tratwiarstwu,legnie,0
tratwiarstwu,macerowań,0
tratwiarstwu,tryknięci,0
tratwiarstwu,geologowi,0
tratwiarstwu,idiociał,0
tratwiarstwu,obcięlibyście,0
tratwiarstwu,bezkonduktorscy,0
